Date,Time,Steps
2025.11.14 16:36:00,16:36:00,18
2025.11.14 16:37:00,16:37:00,41
2025.11.14 16:38:00,16:38:00,96
2025.11.14 16:39:00,16:39:00,92
2025.11.14 16:40:00,16:40:00,92
2025.11.14 16:41:00,16:41:00,96
2025.11.14 16:42:00,16:42:00,79
2025.11.14 16:46:00,16:46:00,10
2025.11.14 16:52:00,16:52:00,29
2025.11.14 16:53:00,16:53:00,23
2025.11.14 16:54:00,16:54:00,30
2025.11.14 16:55:00,16:55:00,6
2025.11.14 16:56:00,16:56:00,44
2025.11.14 16:57:00,16:57:00,19
2025.11.14 17:16:00,17:16:00,10
2025.11.14 18:03:00,18:03:00,58
2025.11.14 18:05:00,18:05:00,75
2025.11.14 18:10:00,18:10:00,10
2025.11.14 18:14:00,18:14:00,32
2025.11.14 18:15:00,18:15:00,25
2025.11.14 18:16:00,18:16:00,22
2025.11.14 18:17:00,18:17:00,43
2025.11.14 18:48:00,18:48:00,16
2025.11.14 18:49:00,18:49:00,58
2025.11.14 18:52:00,18:52:00,6
2025.11.14 18:56:00,18:56:00,11
2025.11.14 18:58:00,18:58:00,22
2025.11.14 19:06:00,19:06:00,70
2025.11.14 19:07:00,19:07:00,18
2025.11.14 19:11:00,19:11:00,43
2025.11.14 19:12:00,19:12:00,35
2025.11.14 19:13:00,19:13:00,46
2025.11.14 19:14:00,19:14:00,39
2025.11.14 19:16:00,19:16:00,14
2025.11.14 19:17:00,19:17:00,55
2025.11.14 19:18:00,19:18:00,49
2025.11.14 19:19:00,19:19:00,41
2025.11.14 19:20:00,19:20:00,54
2025.11.14 19:30:00,19:30:00,12
2025.11.14 19:44:00,19:44:00,16
2025.11.14 19:45:00,19:45:00,11
2025.11.14 19:49:00,19:49:00,53
2025.11.14 19:50:00,19:50:00,12
2025.11.14 19:51:00,19:51:00,60
2025.11.14 19:52:00,19:52:00,47
2025.11.14 19:53:00,19:53:00,21
2025.11.14 19:54:00,19:54:00,16
2025.11.14 19:56:00,19:56:00,21
2025.11.14 20:12:00,20:12:00,27
2025.11.14 20:21:00,20:21:00,19
2025.11.14 20:23:00,20:23:00,28
2025.11.14 20:24:00,20:24:00,28
2025.11.14 20:25:00,20:25:00,28
2025.11.14 20:57:00,20:57:00,11
2025.11.14 20:58:00,20:58:00,54
2025.11.14 20:59:00,20:59:00,66
2025.11.14 21:00:00,21:00:00,14
2025.11.14 21:01:00,21:01:00,24
2025.11.14 21:02:00,21:02:00,12
2025.11.14 21:03:00,21:03:00,13
2025.11.14 21:06:00,21:06:00,21
2025.11.14 21:07:00,21:07:00,11
2025.11.14 22:23:00,22:23:00,54
2025.11.14 22:24:00,22:24:00,35
2025.11.14 22:38:00,22:38:00,6
2025.11.14 22:39:00,22:39:00,15
2025.11.14 22:40:00,22:40:00,14
2025.11.14 23:01:00,23:01:00,40
2025.11.14 23:16:00,23:16:00,15
2025.11.14 23:17:00,23:17:00,28
2025.11.14 23:25:00,23:25:00,7
2025.11.14 23:26:00,23:26:00,27
2025.11.14 23:27:00,23:27:00,18
2025.11.14 23:31:00,23:31:00,31
2025.11.14 23:32:00,23:32:00,62
2025.11.15 00:30:00,00:30:00,7
2025.11.15 00:41:00,00:41:00,54
2025.11.15 00:42:00,00:42:00,34
2025.11.15 01:40:00,01:40:00,49
2025.11.15 01:43:00,01:43:00,45
2025.11.15 01:46:00,01:46:00,11
2025.11.15 01:51:00,01:51:00,9
2025.11.15 08:50:00,08:50:00,40
2025.11.15 08:51:00,08:51:00,66
2025.11.15 08:54:00,08:54:00,30
2025.11.15 08:55:00,08:55:00,46
2025.11.15 08:56:00,08:56:00,68
2025.11.15 09:16:00,09:16:00,28
2025.11.15 09:25:00,09:25:00,8
2025.11.15 09:26:00,09:26:00,35
2025.11.15 09:34:00,09:34:00,34
2025.11.15 10:21:00,10:21:00,13
2025.11.15 10:24:00,10:24:00,13
2025.11.15 10:32:00,10:32:00,14
2025.11.15 10:33:00,10:33:00,30
2025.11.15 10:40:00,10:40:00,63
2025.11.15 10:41:00,10:41:00,53
2025.11.15 10:42:00,10:42:00,77
2025.11.15 10:43:00,10:43:00,11
2025.11.15 10:48:00,10:48:00,16
2025.11.15 10:49:00,10:49:00,47
2025.11.15 10:50:00,10:50:00,61
2025.11.15 10:51:00,10:51:00,12
2025.11.15 10:52:00,10:52:00,45
2025.11.15 10:53:00,10:53:00,47
2025.11.15 10:54:00,10:54:00,59
2025.11.15 10:59:00,10:59:00,32
2025.11.15 11:00:00,11:00:00,3
2025.11.15 11:01:00,11:01:00,52
2025.11.15 11:02:00,11:02:00,50
2025.11.15 11:04:00,11:04:00,20
2025.11.15 11:05:00,11:05:00,28
2025.11.15 11:06:00,11:06:00,16
2025.11.15 11:07:00,11:07:00,58
2025.11.15 11:14:00,11:14:00,71
2025.11.15 11:15:00,11:15:00,55
2025.11.15 11:16:00,11:16:00,28
2025.11.15 11:19:00,11:19:00,7
2025.11.15 11:20:00,11:20:00,49
2025.11.15 11:21:00,11:21:00,13
2025.11.15 11:22:00,11:22:00,41
2025.11.15 11:46:00,11:46:00,31
2025.11.15 12:10:00,12:10:00,20
2025.11.15 12:11:00,12:11:00,42
2025.11.15 12:18:00,12:18:00,43
2025.11.15 12:19:00,12:19:00,34
2025.11.15 12:20:00,12:20:00,32
2025.11.15 12:21:00,12:21:00,14
2025.11.15 12:22:00,12:22:00,49
2025.11.15 12:23:00,12:23:00,42
2025.11.15 12:30:00,12:30:00,16
2025.11.15 12:31:00,12:31:00,19
2025.11.15 12:44:00,12:44:00,12
2025.11.15 12:45:00,12:45:00,50
2025.11.15 12:46:00,12:46:00,61
2025.11.15 12:47:00,12:47:00,62
2025.11.15 12:48:00,12:48:00,46
2025.11.15 12:49:00,12:49:00,9
2025.11.15 12:50:00,12:50:00,57
2025.11.15 12:51:00,12:51:00,76
2025.11.15 12:52:00,12:52:00,52
2025.11.15 12:53:00,12:53:00,48
2025.11.15 12:59:00,12:59:00,35
2025.11.15 13:21:00,13:21:00,11
2025.11.15 13:28:00,13:28:00,15
2025.11.15 14:40:00,14:40:00,10
2025.11.15 16:11:00,16:11:00,15
2025.11.15 16:18:00,16:18:00,32
2025.11.15 16:22:00,16:22:00,10
2025.11.15 16:26:00,16:26:00,10
2025.11.15 16:27:00,16:27:00,28
2025.11.15 16:43:00,16:43:00,11
2025.11.15 16:44:00,16:44:00,60
2025.11.15 16:45:00,16:45:00,13
2025.11.15 16:52:00,16:52:00,11
2025.11.15 17:34:00,17:34:00,16
2025.11.15 17:35:00,17:35:00,59
2025.11.15 17:37:00,17:37:00,21
2025.11.15 17:47:00,17:47:00,10
2025.11.15 17:48:00,17:48:00,1
2025.11.15 17:49:00,17:49:00,13
2025.11.15 17:51:00,17:51:00,16
2025.11.15 17:55:00,17:55:00,12
2025.11.15 17:56:00,17:56:00,42
2025.11.15 17:57:00,17:57:00,13
2025.11.15 17:58:00,17:58:00,31
2025.11.15 17:59:00,17:59:00,16
2025.11.15 18:34:00,18:34:00,21
2025.11.15 18:35:00,18:35:00,14
2025.11.15 18:36:00,18:36:00,10
2025.11.15 18:37:00,18:37:00,28
2025.11.15 18:38:00,18:38:00,48
2025.11.15 18:44:00,18:44:00,24
2025.11.15 18:59:00,18:59:00,9
2025.11.15 19:00:00,19:00:00,18
2025.11.15 19:05:00,19:05:00,18
2025.11.15 19:06:00,19:06:00,2
2025.11.15 19:07:00,19:07:00,27
2025.11.15 19:08:00,19:08:00,45
2025.11.15 19:09:00,19:09:00,63
2025.11.15 19:10:00,19:10:00,61
2025.11.15 19:11:00,19:11:00,54
2025.11.15 19:13:00,19:13:00,13
2025.11.15 19:14:00,19:14:00,24
2025.11.15 19:28:00,19:28:00,15
2025.11.15 19:29:00,19:29:00,10
2025.11.15 19:30:00,19:30:00,12
2025.11.15 19:36:00,19:36:00,24
2025.11.15 19:37:00,19:37:00,15
2025.11.15 19:38:00,19:38:00,55
2025.11.15 19:39:00,19:39:00,20
2025.11.15 19:40:00,19:40:00,12
2025.11.15 19:41:00,19:41:00,31
2025.11.15 19:42:00,19:42:00,19
2025.11.15 19:43:00,19:43:00,29
2025.11.15 19:44:00,19:44:00,20
2025.11.15 19:45:00,19:45:00,15
2025.11.15 19:46:00,19:46:00,35
2025.11.15 19:47:00,19:47:00,1
2025.11.15 20:01:00,20:01:00,31
2025.11.15 20:34:00,20:34:00,20
2025.11.15 20:35:00,20:35:00,31
2025.11.15 21:50:00,21:50:00,36
2025.11.15 21:54:00,21:54:00,16
2025.11.15 22:36:00,22:36:00,26
2025.11.15 22:38:00,22:38:00,12
2025.11.15 22:39:00,22:39:00,7
2025.11.16 01:14:00,01:14:00,11
2025.11.16 01:15:00,01:15:00,72
2025.11.16 01:16:00,01:16:00,28
2025.11.16 02:01:00,02:01:00,10
2025.11.16 05:44:00,05:44:00,49
2025.11.16 07:45:00,07:45:00,11
2025.11.16 08:54:00,08:54:00,15
2025.11.16 09:26:00,09:26:00,54
2025.11.16 10:01:00,10:01:00,12
2025.11.16 10:20:00,10:20:00,21
2025.11.16 10:21:00,10:21:00,55
2025.11.16 10:22:00,10:22:00,20
2025.11.16 10:23:00,10:23:00,38
2025.11.16 10:36:00,10:36:00,8
2025.11.16 10:37:00,10:37:00,54
2025.11.16 10:38:00,10:38:00,41
2025.11.16 10:39:00,10:39:00,2
2025.11.16 11:52:00,11:52:00,92
2025.11.16 11:53:00,11:53:00,15
2025.11.16 11:57:00,11:57:00,27
2025.11.16 12:15:00,12:15:00,22
2025.11.16 12:19:00,12:19:00,47
2025.11.16 12:20:00,12:20:00,11
2025.11.16 12:21:00,12:21:00,17
2025.11.16 12:23:00,12:23:00,38
2025.11.16 12:27:00,12:27:00,24
2025.11.16 12:28:00,12:28:00,44
2025.11.16 13:14:00,13:14:00,32
2025.11.16 13:20:00,13:20:00,16
2025.11.16 13:27:00,13:27:00,13
2025.11.16 13:28:00,13:28:00,29
2025.11.16 14:04:00,14:04:00,14
2025.11.16 14:10:00,14:10:00,45
2025.11.16 14:17:00,14:17:00,36
2025.11.16 14:18:00,14:18:00,10
2025.11.16 14:19:00,14:19:00,95
2025.11.16 14:20:00,14:20:00,54
2025.11.16 14:21:00,14:21:00,45
2025.11.16 14:22:00,14:22:00,21
2025.11.16 14:23:00,14:23:00,30
2025.11.16 14:24:00,14:24:00,15
2025.11.16 14:25:00,14:25:00,60
2025.11.16 14:26:00,14:26:00,77
2025.11.16 14:27:00,14:27:00,76
2025.11.16 14:28:00,14:28:00,11
2025.11.16 14:29:00,14:29:00,14
2025.11.16 14:31:00,14:31:00,36
2025.11.16 14:32:00,14:32:00,50
2025.11.16 14:33:00,14:33:00,37
2025.11.16 14:34:00,14:34:00,27
2025.11.16 14:35:00,14:35:00,61
2025.11.16 14:36:00,14:36:00,53
2025.11.16 14:37:00,14:37:00,28
2025.11.16 15:37:00,15:37:00,14
2025.11.16 15:38:00,15:38:00,15
2025.11.16 15:39:00,15:39:00,51
2025.11.16 15:40:00,15:40:00,48
2025.11.16 16:04:00,16:04:00,10
2025.11.16 16:31:00,16:31:00,15
2025.11.16 16:35:00,16:35:00,11
2025.11.16 17:24:00,17:24:00,44
2025.11.16 17:25:00,17:25:00,19
2025.11.16 17:26:00,17:26:00,45
2025.11.16 18:01:00,18:01:00,45
2025.11.16 18:02:00,18:02:00,37
2025.11.16 18:10:00,18:10:00,41
2025.11.16 18:16:00,18:16:00,11
2025.11.16 18:19:00,18:19:00,23
2025.11.16 18:20:00,18:20:00,18
2025.11.16 18:28:00,18:28:00,32
2025.11.16 18:38:00,18:38:00,45
2025.11.16 18:39:00,18:39:00,31
2025.11.16 18:40:00,18:40:00,13
2025.11.16 18:41:00,18:41:00,40
2025.11.16 18:42:00,18:42:00,12
2025.11.16 18:43:00,18:43:00,45
2025.11.16 18:48:00,18:48:00,28
2025.11.16 18:51:00,18:51:00,17
2025.11.16 18:59:00,18:59:00,10
2025.11.16 19:08:00,19:08:00,24
2025.11.16 19:09:00,19:09:00,40
2025.11.16 19:10:00,19:10:00,54
2025.11.16 19:11:00,19:11:00,67
2025.11.16 19:12:00,19:12:00,25
2025.11.16 19:13:00,19:13:00,27
2025.11.16 19:14:00,19:14:00,28
2025.11.16 19:15:00,19:15:00,21
2025.11.16 19:16:00,19:16:00,22
2025.11.16 19:17:00,19:17:00,64
2025.11.16 19:18:00,19:18:00,27
2025.11.16 19:25:00,19:25:00,25
2025.11.16 19:26:00,19:26:00,56
2025.11.16 19:27:00,19:27:00,2
2025.11.16 20:49:00,20:49:00,14
2025.11.16 20:55:00,20:55:00,32
2025.11.16 20:57:00,20:57:00,7
2025.11.16 22:14:00,22:14:00,10
2025.11.16 22:43:00,22:43:00,11
2025.11.16 22:44:00,22:44:00,41
2025.11.16 22:45:00,22:45:00,16
2025.11.16 23:25:00,23:25:00,6
2025.11.16 23:26:00,23:26:00,37
2025.11.16 23:27:00,23:27:00,11
2025.11.16 23:29:00,23:29:00,25
2025.11.16 23:30:00,23:30:00,22
